timestamp,car_arrival_rate
14:00,0
14:01,0
14:02,0
14:03,0
14:04,0
14:05,0
14:06,0
14:07,0
14:08,0
14:09,0
14:10,0
14:11,0
14:12,0
14:13,0
14:14,0
14:15,0
14:16,0
14:17,0
14:18,0
14:19,0
14:20,0
14:21,0
14:22,0
14:23,0
14:24,0
14:25,0
14:26,0
14:27,0
14:28,0
14:29,0
14:30,0
14:31,0
14:32,0
14:33,0
14:34,0
14:35,0
14:36,0
14:37,0
14:38,0
14:39,0
14:40,0
14:41,0
14:42,0
14:43,0
14:44,0
14:45,0
14:46,0
14:47,0
14:48,0
14:49,0
14:50,0
14:51,0
14:52,0
14:53,0
14:54,0
14:55,0
14:56,0
14:57,0
14:58,0
14:59,0
15:00,0
15:01,0
15:02,0
15:03,0
15:04,0
15:05,0
15:06,0
15:07,1
15:08,0
15:09,0
15:10,0
15:11,0
15:12,0
15:13,0
15:14,0
15:15,0
15:16,0
15:17,0
15:18,0
15:19,0
15:20,0
15:21,0
15:22,0
15:23,0
15:24,0
15:25,0
15:26,0
15:27,0
15:28,0
15:29,0
15:30,0
15:31,0
15:32,0
15:33,0
15:34,0
15:35,0
15:36,0
15:37,1
15:38,0
15:39,0
15:40,0
15:41,0
15:42,0
15:43,1
15:44,0
15:45,0
15:46,0
15:47,0
15:48,0
15:49,0
15:50,0
15:51,0
15:52,0
15:53,0
15:54,0
15:55,0
15:56,0
15:57,0
15:58,0
15:59,0
16:00,0
16:01,0
16:02,0
16:03,0
16:04,0
16:05,0
16:06,0
16:07,0
16:08,0
16:09,0
16:10,0
16:11,0
16:12,0
16:13,0
16:14,0
16:15,1
16:16,0
16:17,1
16:18,0
16:19,0
16:20,0
16:21,0
16:22,0
16:23,0
16:24,0
16:25,0
16:26,0
16:27,0
16:28,0
16:29,0
16:30,0
16:31,0
16:32,0
16:33,0
16:34,0
16:35,1
16:36,0
16:37,0
16:38,0
16:39,0
16:40,0
16:41,0
16:42,0
16:43,0
16:44,0
16:45,0
16:46,0
16:47,0
16:48,0
16:49,0
16:50,0
16:51,0
16:52,0
16:53,0
16:54,0
16:55,0
16:56,0
16:57,0
16:58,0
16:59,0
17:00,0
17:01,0
17:02,1
17:03,0
17:04,1
17:05,0
17:06,0
17:07,0
17:08,0
17:09,0
17:10,0
17:11,0
17:12,0
17:13,0
17:14,0
17:15,1
17:16,0
17:17,0
17:18,0
17:19,0
17:20,0
17:21,0
17:22,0
17:23,0
17:24,0
17:25,0
17:26,0
17:27,0
17:28,0
17:29,0
17:30,0
17:31,0
17:32,0
17:33,0
17:34,0
17:35,1
17:36,0
17:37,1
17:38,0
17:39,0
17:40,0
17:41,0
17:42,0
17:43,0
17:44,0
17:45,1
17:46,0
17:47,0
17:48,1
17:49,0
17:50,0
17:51,2
17:52,0
17:53,0
17:54,0
17:55,0
17:56,0
17:57,0
17:58,0
17:59,0
18:00,0
18:01,0
18:02,0
18:03,0
18:04,0
18:05,1
18:06,1
18:07,3
18:08,0
18:09,3
18:10,2
18:11,0
18:12,8
18:13,0
18:14,2
18:15,5
18:16,0
18:17,2
18:18,3
18:19,0
18:20,2
18:21,1
18:22,0
18:23,1
18:24,4
18:25,0
18:26,0
18:27,15
18:28,3
18:29,0
18:30,1
18:31,6
18:32,0
18:33,1
18:34,5
18:35,0
18:36,2
18:37,0
18:38,7
18:39,2
18:40,0
18:41,5
18:42,4
18:43,0
18:44,2
18:45,0
18:46,3
18:47,2
18:48,2
18:49,0
18:50,0
18:51,5
18:52,2
18:53,0
18:54,8
18:55,0
18:56,4
18:57,3
18:58,0
18:59,1
19:00,2
19:01,2
19:02,4
19:03,3
19:04,2
19:05,0
19:06,2
19:07,3
19:08,3
19:09,2
19:10,3
19:11,1
19:12,3
19:13,0
19:14,4
19:15,0
19:16,2
19:17,2
19:18,2
19:19,1
19:20,1
19:21,2
19:22,2
19:23,0
19:24,2
19:25,0
19:26,0
19:27,2
19:28,2
19:29,0
19:30,0
19:31,1
19:32,0
19:33,2
19:34,0
19:35,0
19:36,0
19:37,1
19:38,3
19:39,0
19:40,0
19:41,1
19:42,0
19:43,0
19:44,0
19:45,0
19:46,0
19:47,0
19:48,1
19:49,0
19:50,0
19:51,0
19:52,0
19:53,0
19:54,0
19:55,0
19:56,0
19:57,0
19:58,0
19:59,0
20:00,0
